3.722755126953125000e+03,3.511040649414062500e+02
3.294003173828125000e+03,2.701238037109375000e+03
4.348554077148437500e+02,3.080570068359375000e+02
2.040315429687500000e+03,1.120136108398437500e+03
1.533920288085937500e+02,1.283243286132812500e+03
3.421912353515625000e+03,1.567349365234375000e+03
3.090111328125000000e+03,8.496479492187500000e+02
1.815246826171875000e+03,1.908700561523437500e+03
1.341603271484375000e+03,2.122266845703125000e+03
2.658697753906250000e+03,6.253501586914062500e+02
9.449827270507812500e+02,1.333367797851562500e+03
1.918471313476562500e+03,3.130021240234375000e+03
1.001587951660156250e+03,7.838106079101562500e+02
4.614360351562500000e+02,2.212465820312500000e+03
2.864230224609375000e+03,1.491084472656250000e+03
1.973311645507812500e+03,5.973017578125000000e+02
2.312251220703125000e+03,3.290188598632812500e+02
2.814630126953125000e+02,3.468341308593750000e+03
5.995466308593750000e+02,2.800995849609375000e+03
3.528377441406250000e+03,9.381307983398437500e+02
3.949974609375000000e+03,2.397296630859375000e+03
3.944668701171875000e+03,1.373975585937500000e+03
3.022462646484375000e+03,9.908178710937500000e+01
2.686564697265625000e+03,2.715150878906250000e+03
3.765966552734375000e+03,2.874740478515625000e+03
2.182145019531250000e+03,2.271856445312500000e+03
1.048131103515625000e+03,2.502566406250000000e+03
1.199501464843750000e+03,3.396587646484375000e+03
1.390452880859375000e+03,1.234408935546875000e+03
2.218120361328125000e+03,2.803836425781250000e+03
3.732923828125000000e+03,1.986869262695312500e+03
2.892644531250000000e+03,2.299145019531250000e+03
8.486857299804687500e+02,2.017492675781250000e+03
2.733355468750000000e+03,3.218767333984375000e+03
2.366627685546875000e+03,1.455075927734375000e+03
1.657922973632812500e+03,3.603197753906250000e+03
3.147658447265625000e+03,3.669376464843750000e+03
4.836776428222656250e+02,7.420270996093750000e+02
2.390123291015625000e+03,3.738537109375000000e+03
5.810446166992187500e+02,1.645872680664062500e+03
3.339386474609375000e+03,3.241122802734375000e+03
8.802623901367187500e+02,3.015871276855468750e+02
2.554021972656250000e+03,1.954345092773437500e+03
1.416704833984375000e+03,3.118212890625000000e+02
1.305027343750000000e+03,1.660373779296875000e+03
1.593018310546875000e+03,7.968308715820312500e+02
1.073736083984375000e+03,3.829747802734375000e+03
5.035885620117187500e+01,3.949724121093750000e+03
2.548714843750000000e+03,1.073600097656250000e+03
1.781229492187500000e+03,2.586766601562500000e+03
