3.724825439453125000e+03,3.568337707519531250e+02
3.296177734375000000e+03,2.704698730468750000e+03
4.340260009765625000e+02,3.095145568847656250e+02
2.042860717773437500e+03,1.118750732421875000e+03
1.572090454101562500e+02,1.282484741210937500e+03
3.417890625000000000e+03,1.564906494140625000e+03
3.088032714843750000e+03,8.530986328125000000e+02
1.816961914062500000e+03,1.906037963867187500e+03
1.333296752929687500e+03,2.123959472656250000e+03
2.652390136718750000e+03,6.251473388671875000e+02
9.421979370117187500e+02,1.333645629882812500e+03
1.910773803710937500e+03,3.134165283203125000e+03
9.953218994140625000e+02,7.824348754882812500e+02
4.591330871582031250e+02,2.217270019531250000e+03
2.862711425781250000e+03,1.486575683593750000e+03
1.967177612304687500e+03,5.961984863281250000e+02
2.313579589843750000e+03,3.267696838378906250e+02
2.820068969726562500e+02,3.465818847656250000e+03
5.971786499023437500e+02,2.796379638671875000e+03
3.531737060546875000e+03,9.373214721679687500e+02
3.949890136718750000e+03,2.400538330078125000e+03
3.944227050781250000e+03,1.370604370117187500e+03
3.024246093750000000e+03,8.983158874511718750e+01
2.687124755859375000e+03,2.716462158203125000e+03
3.759616455078125000e+03,2.874249755859375000e+03
2.187009033203125000e+03,2.274133300781250000e+03
1.053602661132812500e+03,2.502560058593750000e+03
1.200199707031250000e+03,3.398277099609375000e+03
1.389138183593750000e+03,1.234268676757812500e+03
2.222487548828125000e+03,2.799255371093750000e+03
3.734151367187500000e+03,1.985544677734375000e+03
2.889158447265625000e+03,2.302755371093750000e+03
8.532070312500000000e+02,2.015457885742187500e+03
2.737725097656250000e+03,3.219234619140625000e+03
2.361583251953125000e+03,1.455039428710937500e+03
1.654421508789062500e+03,3.607712402343750000e+03
3.146327148437500000e+03,3.669263427734375000e+03
4.901582031250000000e+02,7.384263305664062500e+02
2.389679199218750000e+03,3.742300537109375000e+03
5.763710327148437500e+02,1.639844482421875000e+03
3.342044677734375000e+03,3.233664550781250000e+03
8.755391235351562500e+02,3.015838317871093750e+02
2.547172851562500000e+03,1.949933715820312500e+03
1.418906860351562500e+03,3.124537658691406250e+02
1.304359497070312500e+03,1.655951416015625000e+03
1.593902099609375000e+03,7.976721191406250000e+02
1.073897216796875000e+03,3.830205322265625000e+03
5.124672317504882812e+01,3.949999267578125000e+03
2.545295410156250000e+03,1.068028320312500000e+03
1.784990966796875000e+03,2.591632812500000000e+03
